,anime_id,title,title_english,genre
274,298,.hack//Tasogare no Udewa Densetsu,.hack//Legend Of The Twilight,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen"
275,299,.hack//Liminality,.hack//Liminality,"Game, Mystery, Sci-Fi"
276,300,3x3 Eyes,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance"
277,301,Cinderella Boy,,"Action, Adventure, Mystery, Comedy, Seinen"
278,302,Mirai Shounen Conan,Future Boy Conan,"Adventure, Drama, Sci-Fi"
279,303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,Oh! My Goddess: The Adventures of Mini-Goddess,"Comedy, Magic, Supernatural"
280,304,Aa! Megami-sama! Movie,Ah! My Goddess: The Movie,"Comedy, Magic, Romance, Seinen, Supernatural"
281,305,Abashiri Ikka,,"Action, Comedy, Shounen"
282,306,Abenobashi Mahou☆Shoutengai,Magical☆Shopping Arcade Abenobashi,"Comedy, Parody, Ecchi, Fantasy"
283,307,Kerokko Demetan,Adventures On Rainbow Pond,"Kids, Fantasy, Comedy"
284,308,Zettai Shounen,,"Fantasy, Drama, Mystery, Sci-Fi, Shounen"
285,309,Akahori Gedou Hour Rabuge,Akahori&#039;s Heretical Hour Love Game,"Comedy, Magic, Parody"
286,310,"Chiisana Obake Acchi, Kocchi, Socchi",Three Little Ghosts,"Comedy, Supernatural"
287,311,Ace wo Nerae!,,"Sports, Drama, Romance, School, Shoujo"
288,312,Ace wo Nerae!: Final Stage,,"Action, Drama, Sports"
289,313,Ace wo Nerae! (1979),Aim for the Ace! (1979),"Sports, Drama, Romance, School, Shoujo"
290,314,Ace wo Nerae! 2,,"Drama, Shoujo, Sports"
291,315,Xiao Qian,A Chinese Ghost Story,"Action, Drama, Fantasy, Romance"
292,316,Nageki no Kenkou Yuuryouji,"F3: Frantic, Frustrated & Female","Comedy, Hentai, Yuri"
293,317,Final Fantasy VII: Advent Children,,"Action, Super Power, Fantasy"
294,318,Hand Maid May,,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
295,319,Happy World!,,"Ecchi, Fantasy, Comedy, Romance"
296,320,A Kite,Kite,"Action, Hentai, Police, Drama"
297,321,Najica Dengeki Sakusen,Najica Blitz Tactics,"Action, Ecchi, Comedy, Sci-Fi"
298,322,Paradise Kiss,Paradise Kiss,"Slice of Life, Comedy, Drama, Romance, Josei"
299,323,Mousou Dairinin,Paranoia Agent,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller"
300,324,Kidou Keisatsu Patlabor: On Television,Patlabor: The Mobile Police - The TV Series,"Sci-Fi, Comedy, Police, Mecha"
301,325,Peach Girl,Peach Girl: Super Pop Love Hurricane,"Slice of Life, Drama, Romance, Shoujo"
302,326,Petshop of Horrors,Pet Shop of Horrors,"Horror, Josei, Mystery, Supernatural"
303,327,Puchi Pri*Yucie,Petite Princess Yucie,"Comedy, Magic, Fantasy, Shoujo"
304,328,Piano,Piano: The Melody of a Young Girl&#039;s Heart,"Music, Slice of Life, Drama, Romance, Shoujo"
305,329,Planetes,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space"
306,330,Midori no Hibi,Midori Days,"Comedy, Drama, Romance, Ecchi, Shounen"
307,331,Mahoujin Guruguru,Magical Circle Guru Guru,"Adventure, Comedy, Magic, Fantasy, Shounen"
308,332,Dokidoki♡Densetsu: Mahoujin Guruguru,Magical Circle Guru Guru 2,"Adventure, Comedy, Magic, Fantasy, Shounen"
309,333,Mama wa Shougaku 4 Nensei,Mama is Just a Fourth Grade Pupil,"Comedy, Drama, Sci-Fi"
310,334,Marmalade Boy,Marmalade Boy,"Comedy, Drama, Romance, Shoujo"
311,335,Matantei Loki Ragnarok,Mythical Detective Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural"
312,336,Ginyuu Mokushiroku Meine Liebe,,"Fantasy, Shoujo"
313,337,Psychic Academy,Psychic Academy,"Comedy, Romance, Supernatural"
314,338,Versailles no Bara,The Rose of Versailles,"Military, Historical, Drama, Romance, Shoujo"
315,339,Serial Experiments Lain,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural"
316,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,"Action, Historical, Martial Arts, Samurai, Shounen"
317,341,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,"Drama, Mystery, Shounen"
318,342,Starship Operators,,"Drama, Military, Sci-Fi, Space"
319,343,Tsukuyomi: Moon Phase,Tsukuyomi: Moon Phase,"Comedy, Romance, Vampire, Fantasy, Seinen"
320,344,Futatsu no Spica,Twin Spica,"Sci-Fi, Supernatural, Drama, School"
321,345,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,"Slice of Life, Historical, Drama, Romance, Seinen"
322,346,W: Wish,Double Wish,"Drama, Harem, Romance, School, Slice of Life"
323,347,Wild Arms: Twilight Venom,Wild Arms,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy"
324,348,Binzume Yousei,Bottle Fairy,"Comedy, Fantasy, Magic, Slice of Life"
325,349,Magical Canan,Magical Kanan,"Supernatural, Drama, Magic, Fantasy"
326,350,Ojamajo Doremi,Magical DoReMi,"Comedy, Magic"
327,351,Ojamajo Doremi Sharp,,"Comedy, Magic, Shoujo"
328,352,Motto! Ojamajo Doremi,More! Useless Witch Doremi,"Magic, Fantasy, Comedy, Shoujo"
329,353,Ojamajo Doremi Dokkaan!,Useless Witch Doremi Kaboom!,"Comedy, Magic, Shoujo"
330,354,UG☆Ultimate Girls,Ultimate Girls,"Comedy, Ecchi, Magic, Sci-Fi"
331,355,Shakugan no Shana,Shakugan no Shana: Season I,"Action, Drama, Fantasy, Romance, School, Supernatural"
332,356,Fate/stay night,Fate/stay night,"Action, Supernatural, Magic, Romance, Fantasy"
333,357,Bokusatsu Tenshi Dokuro-chan,Bludgeoning Angel Dokuro-chan,"Comedy, Ecchi, Magic"
334,358,"Iriya no Sora, UFO no Natsu",,"Sci-Fi, Drama, Romance"
335,359,I&#039;ll/CKBC,I&#039;ll/CKBC,"Action, Sports, School, Shounen"
336,360,Himiko-den,Legend of Himiko,"Adventure, Supernatural, Drama, Fantasy"
337,361,Memories Off,,"Romance, Drama"
338,362,Memories Off 2nd,,"Romance, Drama"
339,363,Memories Off 3.5,,"Romance, Drama"
340,364,Gallery Fake,,"Mystery, Seinen"
341,365,Fake,,"Police, Comedy, Romance, Mystery, Shounen Ai"
342,366,AIKa,Agent AIKa,"Action, Ecchi, Adventure, Comedy, Sci-Fi"
343,367,Akazukin Chacha OVA,,"Comedy, Fantasy, Magic"
344,368,Bible Black,,Hentai
345,369,Boogiepop wa Warawanai: Boogiepop Phantom,Boogiepop Phantom,"Psychological, Supernatural, Dementia, Mystery, Horror, Drama"
346,370,Burn Up Excess,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen"
347,371,Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,"Comedy, Drama, Fantasy, Magic, Shoujo"
348,372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Card Captor Sakura Movie 2: The Sealed Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
349,373,Bannou Bunka Neko-Musume,All Purpose Cultural Cat Girl Nuku Nuku,"Sci-Fi, Adventure, Comedy, Mecha, Seinen"
350,374,Bannou Bunka Neko-Musume DASH!,All Purpose Cultural Cat Girl Nuku Nuku Dash!,"Action, Comedy, Ecchi, Romance, Sci-Fi"
351,375,Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
352,376,Elfen Lied Special,Elfen Lied: In the Passing Rain,"Horror, Psychological, Supernatural, Drama, Ecchi"
353,377,eX-Driver,,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
354,378,eX-Driver the Movie,,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
355,379,Heppoko Jikken Animation Excel♥Saga,Excel Saga,"Comedy, Parody, Sci-Fi, Shounen"
356,380,Fushigi Yuugi OVA,Mysterious Play OVA,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo"
357,381,Fushigi Yuugi OVA 2,Mysterious Play OVA 2,"Adventure, Fantasy, Martial Arts, Romance, Historical, Drama, Shoujo"
358,382,Futari Ecchi,Step Up Love Story,"Comedy, Ecchi, Romance, Seinen, Slice of Life"
359,383,Galaxy Angel,,"Comedy, Sci-Fi"
360,384,Gantz,Gantz,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
361,385,Gilgamesh,Gilgamesh,"Drama, Fantasy, Sci-Fi, Supernatural"
362,386,H2,,"Comedy, Romance, Shounen, Sports"
363,387,Haibane Renmei,Haibane Renmei,"Slice of Life, Mystery, Psychological, Drama, Fantasy"
364,388,Capeta,,"Cars, Shounen, Sports"
365,389,Karas,Karas,"Action, Sci-Fi, Super Power, Fantasy"
366,390,Suzuka,Suzuka,"Sports, Drama, Romance, Shounen"
367,391,Tales of Phantasia The Animation,Tales of Phantasia,"Adventure, Fantasy, Shounen"
368,392,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen"
369,393,Escaflowne,Escaflowne: A Girl in Gaea,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo"
370,394,Ai Yori Aoshi: Enishi,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life"
371,395,Gantz 2nd Stage,Gantz: Second Stage,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
372,396,Seikai no Senki,Banner of the Stars,"Action, Military, Romance, Sci-Fi, Space"
373,397,Seikai no Senki II,Banner of the Stars II,"Action, Military, Romance, Sci-Fi, Space"
374,398,Seikai no Senki III,,"Action, Military, Romance, Sci-Fi, Space"
375,399,Seikai no Senki Special,,"Action, Military, Romance, Sci-Fi, Space"
376,400,Seihou Bukyou Outlaw Star,Outlaw Star,"Action, Sci-Fi, Adventure, Space, Comedy"
377,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai X: Reflection,"Romance, Samurai, Historical, Drama, Shounen"
378,402,Otogi Juushi Akazukin OVA,,"Adventure, Comedy, Magic, Fantasy"
379,403,Hanaukyou Maid-tai,,"Comedy, Ecchi, Harem, Romance"
380,404,Bastard!!: Ankoku no Hakaishin,Bastard!!,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen"
381,405,Blood: The Last Vampire,Blood: The Last Vampire,"Horror, Supernatural, Vampire"
382,406,Buzzer Beater,,"Shounen, Sports"
383,407,Tantei Gakuen Q,Detective School Q,"Comedy, Drama, Mystery, Police, Shounen"
384,408,Final Fantasy VII: Last Order,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi"
385,411,Gun x Sword,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
386,412,Kore ga Watashi no Goshujinsama,He is My Master,"Comedy, Ecchi, Slice of Life"
387,413,Hametsu no Mars,Mars of Destruction,"Sci-Fi, Horror"
388,415,Tonari no Yamada-kun,My Neighbors the Yamadas,"Slice of Life, Comedy"
389,416,Kurenai no Buta,Porco Rosso,"Action, Adventure, Comedy, Drama, Historical, Military, Romance"
390,417,Ragnarök The Animation,Ragnarok the Animation,"Action, Magic, Fantasy"
391,418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Ranma ½: Big Trouble in Nekonron, China","Adventure, Comedy, Shounen"
392,419,Samurai Deeper Kyou,Samurai Deeper Kyo,"Adventure, Comedy, Historical, Supernatural, Shounen"
393,420,Spriggan,Spriggan,"Adventure, Military, Sci-Fi, Shounen"
394,421,Stratos 4,,"Comedy, Military, Sci-Fi, Shounen"
395,422,Stratos 4 OVA,,"Comedy, Military, Sci-Fi, Shounen"
396,423,Stratos 4 Advance,,"Comedy, Military, Sci-Fi, Shounen"
397,424,Dirty Pair,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi"
398,425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,Araiso Private High School Student Council Executive Committee,"Comedy, Sports, Shounen Ai"
399,426,Final Fantasy,Legend of the Crystals: Final Fantasy,"Action, Adventure, Comedy, Fantasy"
400,427,Kaleido Star,Kaleido Star,"Comedy, Sports, Drama, Fantasy, Shoujo"
401,428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,Kaleido Star: New Wings Extra Stage,"Adventure, Comedy, Sports, Drama, Shoujo"
402,429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,"Comedy, Drama, Shoujo"
403,430,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,"Military, Comedy, Historical, Drama, Fantasy, Shounen"
404,431,Howl no Ugoku Shiro,Howl&#039;s Moving Castle,"Adventure, Drama, Fantasy, Romance"
405,432,Iria: Zeiram The Animation,Iria: Zeiram The Animation,"Action, Adventure, Space, Sci-Fi"
406,433,"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,"Drama, Military, Romance, Sci-Fi"
407,434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,Legend of Lemnear,"Action, Adventure, Fantasy"
408,435,Magic Knight Rayearth,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
409,437,Perfect Blue,Perfect Blue,"Dementia, Horror, Psychological, Drama"
410,438,Phantom The Animation,Phantom: The Animation,"Action, Drama, Shounen"
411,439,RG Veda,RG Veda,"Adventure, Drama, Fantasy"
412,440,Shoujo Kakumei Utena,Revolutionary Girl Utena,"Mystery, Comedy, Psychological, Drama, Fantasy, Shoujo"
413,441,Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,"Dementia, Drama, Romance, Fantasy, Shoujo, Shoujo Ai"
414,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Naruto the Movie: Ninja Clash in the Land of Snow,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen"
415,443,Onegai☆Teacher: Himitsu na Futari,,"Comedy, Ecchi, Romance, Sci-Fi"
416,444,Maria-sama ga Miteru: Haru,Maria Watches Over Us: Printemps,"Drama, Romance, School, Shoujo, Shoujo Ai"
417,445,Tales of Eternia The Animation,Tales of Eternia,"Adventure, Comedy, Romance, Fantasy"
418,446,Weiß Kreuz Glühen,Knight Hunters Eternity,"Action, Drama, Shounen"
419,447,Weiß Kreuz,Knight Hunters,"Action, Drama, Shounen"
420,448,Tenjou Tenge: The Ultimate Fight,Tenjho Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural"
421,449,InuYasha: Guren no Houraijima,InuYasha the Movie 4: Fire on the Mystic Island,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural"
422,450,InuYasha: Kagami no Naka no Mugenjo,InuYasha the Movie 2: The Castle Beyond the Looking Glass,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
423,451,InuYasha: Tenka Hadou no Ken,InuYasha the Movie 3: Swords of an Honorable Ruler,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
424,452,InuYasha: Toki wo Koeru Omoi,InuYasha the Movie: Affections Touching Across Time,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power"
425,454,.hack//Gift,.hack//Gift,"Comedy, Fantasy, Game"
426,455,Fantastic Children,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi"
427,456,Gokujou Seitokai,Best Student Council,"Comedy, School, Slice of Life"
428,457,Mushishi,Mushi-Shi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
429,458,Buttobi!! CPU,I Dream of Mimi,"Comedy, Ecchi, Magic, Sci-Fi, Seinen"
430,459,One Piece Movie 1,,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
431,460,One Piece Movie 2: Nejimaki-jima no Daibouken,One Piece: Clockwork Island Adventure,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
432,461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,One Piece: Chopper Kingdom of Strange Animal Island,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
433,462,One Piece Movie 4: Dead End no Bouken,One Piece: Dead End,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
434,463,One Piece Movie 5: Norowareta Seiken,One Piece: The Curse of the Sacred Sword,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
435,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,One Piece: Baron Omatsuri and the Secret Island,"Adventure, Comedy, Fantasy, Shounen"
436,465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,,"Adventure, Comedy, Fantasy, Shounen"
437,466,One Piece: Taose! Kaizoku Ganzack,One Piece: Defeat the Pirate Ganzack!,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen"
438,467,Ghost in the Shell: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,"Action, Military, Sci-Fi, Police, Mecha, Seinen"
439,468,Ghost in the Shell 2: Innocence,Ghost in the Shell 2: Innocence,"Military, Sci-Fi, Police, Psychological, Mecha"
440,469,Karin,Karin,"Comedy, Romance, Vampire, School, Shounen"
441,470,Okusama wa Joshikousei (TV),My Wife is a High School Girl,"Slice of Life, Comedy, Romance, Drama"
442,471,To Heart 2,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life"
443,472,To Heart,To Heart,"Drama, Harem, Romance, School, Slice of Life"
444,473,Tide-Line Blue,,"Action, Military, Adventure, Drama, Shounen"
445,474,Macross Plus,,"Drama, Mecha, Military, Romance, Sci-Fi, Space"
446,475,Hotori: Tada Saiwai wo Koinegau,,"Drama, Sci-Fi"
447,476,Ginban Kaleidoscope,Skating Rink Kaleidoscope,"Sports, Supernatural, Drama, Romance"
448,477,Aria The Animation,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life"
449,478,Sousei no Aquarion,Aquarion,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi"
450,479,Ueki no Housoku,The Law of Ueki,"Adventure, Comedy, Supernatural, Drama, Shounen"
451,481,Yu☆Gi☆Oh! Duel Monsters,Yu-Gi-Oh!,"Adventure, Game, Shounen"
452,482,Yu☆Gi☆Oh!: Duel Monsters GX,Yu-Gi-Oh! GX,"Action, Comedy, Fantasy, Game, Shounen"
453,483,Kurau Phantom Memory,,"Action, Sci-Fi, Space, Super Power, Drama"
454,484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Saiyuki: Requiem,"Adventure, Shounen, Supernatural"
455,485,Damekko Doubutsu,,"Slice of Life, Comedy"
456,486,Kino no Tabi: The Beautiful World,Kino&#039;s Journey,"Action, Adventure, Slice of Life, Psychological"
457,487,Girls Bravo: Second Season,Girls Bravo: Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
458,488,Ichigo Mashimaro,Strawberry Marshmallow,"Slice of Life, Comedy"
459,489,Kamichu!,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural"
460,490,Paniponi Dash!,Pani Poni Dash!,"Comedy, Parody, School"
461,492,Armitage III: Dual-Matrix,,"Action, Adventure, Mecha, Sci-Fi"
462,493,Armitage III: Poly-Matrix,,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha"
463,495,Bakuretsu Hunters,Sorcerer Hunters,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural"
464,496,Kamui no Ken,,"Adventure, Fantasy, Historical, Drama, Shounen"
465,497,Yami to Boushi to Hon no Tabibito,"Yamibo: Darkness, The Hat and the Travelers of the Books","Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai"
466,498,Haja Taisei Dangaiou,Great Planet Evil-Destroyer Dangaio,"Action, Sci-Fi, Adventure, Mecha"
467,499,Makai Toshi Shinjuku,Demon City Shinjuku,"Adventure, Horror, Romance, Shounen, Supernatural"
468,501,Doraemon,,"Adventure, Comedy, Fantasy, Kids, Shounen"
469,502,Dragon Ball Movie 1: Shen Long no Densetsu,Dragon Ball Movie 1: Curse of the Blood Rubies,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
470,503,Eien no Aselia,The Eternal Aseria,"Adventure, Drama, Fantasy"
471,504,Fatal Fury: The Motion Picture,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
472,505,Fushigiboshi no☆Futagohime,,"Magic, Comedy, Shoujo"
473,506,Glass no Kamen,,"Drama, Romance, Shoujo"
474,507,Gravitation: Lyrics of Love,,"Comedy, Romance, Shoujo, Shounen Ai"
475,508,Tottoko Hamtarou,Hamtaro,"Adventure, Comedy, Kids"
476,509,I My Me! Strawberry Eggs,I My Me! Strawberry Eggs,"Comedy, Drama, Romance, School, Slice of Life"
477,510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,"Comedy, Drama, Harem, Romance, School"
478,511,Kidou Shinsengumi Moeyo Ken TV,Moeyo Ken TV,"Adventure, Comedy, Historical, Fantasy"
479,512,Majo no Takkyuubin,Kiki&#039;s Delivery Service,"Adventure, Comedy, Drama, Magic, Romance, Fantasy"
480,513,Tenkuu no Shiro Laputa,Castle in the Sky,"Adventure, Fantasy, Romance, Sci-Fi"
481,514,Cossette no Shouzou,Le Portrait de Petit Cossette,"Drama, Horror, Magic, Psychological, Romance, Supernatural"
482,515,Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,"Action, Adventure, Fantasy, Magic, Supernatural"
483,516,Keroro Gunsou,Sgt. Frog,"Comedy, Mecha, Parody, Sci-Fi, Shounen"
484,517,School Rumble Ichi Gakki Hoshuu,,"Comedy, Romance, School, Shounen"
485,518,Mahou no Princess Minky Momo,Magical Princess Minky Momo,"Magic, Shoujo"
486,519,Mahoraba: Heartful days,,"Comedy, Drama, Romance, Shounen"
487,520,Marmalade Boy Movie,,"Romance, Shoujo"
488,521,Mermaid Melody Pichi Pichi Pitch,Mermaid Melody: Pichi Pichi Pitch,"Adventure, Comedy, Magic, Romance, Shoujo"
489,522,Metropolis,,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen"
490,523,Tonari no Totoro,My Neighbor Totoro,"Adventure, Comedy, Supernatural"
491,524,Onegai☆Twins: Natsu wa Owaranai,,"Comedy, Drama, Romance"
492,525,Otogizoushi,Otogi Zoshi: The Legend of Magatama,"Adventure, Drama, Fantasy, Historical"
493,526,Boku no Chikyuu wo Mamotte,Please Save My Earth,"Drama, Sci-Fi, Shoujo"
494,527,Pokemon,Pokémon,"Action, Adventure, Comedy, Kids, Fantasy"
495,528,Pokemon: Mewtwo no Gyakushuu,Pokemon: The First Movie,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
496,529,Saishuu Heiki Kanojo,"She, The Ultimate Weapon","Military, Sci-Fi, Drama, Romance, School"
497,530,Bishoujo Senshi Sailor Moon,Sailor Moon,"Demons, Magic, Romance, Shoujo"
498,531,Bishoujo Senshi Sailor Moon R: The Movie,Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo"
499,532,Bishoujo Senshi Sailor Moon S,Sailor Moon S,"Drama, Magic, Romance, Shoujo"
500,533,Sensei no Ojikan: Doki Doki School Hours,Teacher&#039;s Time,"Comedy, Slice of Life"
501,534,Slayers,Slayers,"Adventure, Comedy, Demons, Magic, Fantasy"
502,535,Slayers Next,Slayers Next,"Adventure, Comedy, Demons, Magic, Fantasy"
503,536,Slayers: The Motion Picture,Slayers: The Motion Picture,"Adventure, Comedy, Magic, Fantasy, Shounen"
